ISS.UTCGregorian,ISS.UTCModJulian,ISS.ElapsedSecs,ISS.ICRF.X,ISS.ICRF.Y,ISS.ICRF.Z,Earth.ICRF.X,Earth.ICRF.Y,Earth.ICRF.Z,Sun.ICRF.X,Sun.ICRF.Y,Sun.ICRF.Z,SolarSystemBarycenter.ICRF.X,SolarSystemBarycenter.ICRF.Y,SolarSystemBarycenter.ICRF.Z
13 Sep 2024 00:04:33.138,30566.50316131791,19491.13786780508,147427090.2828338,-23729559.02732014,-10261659.64377979,147431090.4935341,-23731001.94909819,-10256347.71863195,-970314.8548091352,-620676.3882181756,-237920.9148508087,0,0,0
13 Sep 2024 00:06:04.962,30566.50422409859,19582.96211797278,147427228.5833209,-23727736.36363515,-10260511.93194865,147431503.692931,-23728538.10168433,-10255279.71226156,-970313.8094062507,-620677.0846886933,-237921.2336199321,0,0,0
13 Sep 2024 00:07:36.773,30566.50528672857,19674.77334894938,147427412.2502939,-23725922.47148381,-10259308.61273487,147431916.7851191,-23726074.5962672,-10254211.85416508,-970312.7641506195,-620677.7810589969,-237921.5523432437,0,0,0
13 Sep 2024 00:09:08.568,30566.50634917032,19766.56831599539,147427643.7103681,-23724110.5098461,-10258051.17888824,147432329.7555224,-23723611.5199149,-10253144.182084,-970311.7190793753,-620678.4773044959,-237921.8710094802,0,0,0
13 Sep 2024 00:10:40.343,30566.50741137154,19858.34250136977,147427924.8730015,-23722293.64754115,-10256741.72426365,147432742.5838455,-23721148.99385435,-10252076.74856664,-970310.6742438674,-620679.17339091,-237922.1896029562,0,0,0
13 Sep 2024 00:12:12.093,30566.50847330023,19950.09314030176,147428257.1174266,-23720465.07843742,-10255382.88018834,147433155.2576869,-23718687.09227722,-10251009.58577294,-970309.6296755373,-620679.8692972735,-237922.5081140827,0,0,0
13 Sep 2024 00:13:43.817,30566.50953491636,20041.8167736847,147428641.2709183,-23718618.14428044,-10253977.82129728,147433567.7615281,-23716225.90800695,-10249942.73393911,-970308.5854138434,-620680.5649973601,-237922.826530844,0,0,0
13 Sep 2024 00:15:15.511,30566.51059619717,20133.51143606706,147429077.6080901,-23716746.36379008,-10252530.1987677,147433980.0865745,-23713765.49378922,-10248876.21592886,-970307.5414811075,-620681.2604762577,-237923.1448464189,0,0,0
13 Sep 2024 00:16:47.177,30566.51165713589,20225.17654123949,147429565.8507732,-23714843.50390459,-10251044.09993927,147434392.2302349,-23711305.86536982,-10247810.0385675,-970306.4978840649,-620681.9557295144,-237923.4630587734,0,0,0
13 Sep 2024 00:18:18.813,30566.51271773749,20316.81251950795,147430105.1720025,-23712903.65245919,-10249524.00808829,147434804.1944934,-23708847.01119341,-10246744.19684611,-970305.4546177387,-620682.6507604085,-237923.7811694071,0,0,0
13 Sep 2024 00:19:50.420,30566.51377801192,20408.42023022706,147430694.2031496,-23710921.2923483,-10247974.7629709,147435215.9832571,-23706388.90821714,-10245678.68077625,-970304.4116724133,-620683.3455754593,-237924.0991812963,0,0,0
13 Sep 2024 00:21:22.002,30566.51483798141,20500.0015942147,147431331.0537572,-23708891.34522229,-10246401.49768541,147435627.6052039,-23703931.50490716,-10244613.46801946,-970303.3690261245,-620684.0401892252,-237924.4171011131,0,0,0
13 Sep 2024 00:22:53.558,30566.51589765962,20591.55779174762,147432013.3201835,-23706809.263982,-10244809.61409379,147436039.065679,-23701474.76960005,-10243548.54485057,-970302.3266655803,-620684.7346106619,-237924.7349329535,0,0,0
13 Sep 2024 00:24:25.094,30566.51695710544,20683.09391011717,147432738.1470591,-23704670.97332018,-10243204.64398046,147436450.3875811,-23699018.56579426,-10242483.85210011,-970301.2845327854,-620685.4288783632,-237925.0526944827,0,0,0
13 Sep 2024 00:25:56.613,30566.5180163546,20774.61303721648,147433502.2157536,-23702473.04293543,-10241592.291828,147436861.5848149,-23696562.81063708,-10241419.35385382,-970300.2425925434,-620686.1230157427,-237925.3703964166,0,0,0
13 Sep 2024 00:27:28.121,30566.51907547113,20866.12070541596,147434301.8147272,-23700212.61796343,-10239978.29680225,147437272.6822599,-23694107.35568123,-10240354.98576412,-970299.2007819116,-620686.8170647696,-237925.6880579609,0,0,0
13 Sep 2024 00:28:59.621,30566.52013449852,20957.62067242758,147435132.8442151,-23697887.5474977,-10238368.44595205,147437683.6968127,-23691652.10009788,-10239290.70412465,-970298.1590581238,-620687.5110539384,-237926.0056921616,0,0,0
13 Sep 2024 00:30:31.118,30566.52119350072,21049.11846276373,147435990.8901234,-23695496.31821892,-10236768.45090408,147438094.6532968,-23689196.89564754,-10238226.44467791,-970297.1173582673,-620688.2050251551,-237926.3233181946,0,0,0
13 Sep 2024 00:32:02.619,30566.52225253027,21140.61861553928,147436871.2461747,-23693038.13679605,-10235183.93600017,147438505.5720993,-23686741.62053069,-10237162.15462736,-970296.075630635,-620688.899012845,-237926.6409518179,0,0,0
13 Sep 2024 00:33:34.126,30566.52331163877,21232.1255900315,147437768.9710526,-23690512.91459115,-10233620.36298134,147438916.4732388,-23684286.15508875,-10236097.78210452,-970295.033824563,-620689.5930508301,-237926.9586085137,0,0,0
13 Sep 2024 00:35:05.644,30566.52437087801,21323.64386029076,147438678.9411395,-23687921.26424841,-10232082.97192454,147439327.3767913,-23681830.37926526,-10235033.27506842,-970293.9918889701,-620690.2871730439,-237927.276303811,0,0,0
13 Sep 2024 00:36:37.177,30566.5254302917,21415.17720320262,147439595.8969653,-23685264.51219955,-10230576.73800026,147439738.2996932,-23679374.19170998,-10233968.5895867,-970292.9497809112,-620690.9814081304,-237927.5940508191,0,0,0
13 Sep 2024 00:38:08.728,30566.52648990987,21506.72821254702,147440514.4930507,-23682544.70008263,-10229106.32600581,147440149.253563,-23676917.52281882,-10232903.69548806,-970291.9074709415,-620691.6757757589,-237927.9118585438,0,0,0
13 Sep 2024 00:39:40.300,30566.52754976541,21598.29973198939,147441429.368138,-23679764.52193359,-10227676.01719996,147440560.2511349,-23674460.29628143,-10231838.55969419,-970290.8649265766,-620692.3702975027,-237928.2297368553,0,0,0
13 Sep 2024 00:41:11.892,30566.52860986253,21689.89212237066,147442335.1743187,-23676927.37921092,-10226289.70587017,147440971.2939956,-23672002.50241089,-10230773.17800612,-970289.8221437335,-620693.064976085,-237928.5476870071,0,0,0
13 Sep 2024 00:42:43.506,30566.5296702099,21781.50613586186,147443226.6623092,-23674037.26027815,-10224950.81141527,147441382.3854867,-23669544.12101912,-10229707.54167294,-970288.7791138887,-620693.759817224,-237928.8657116089,0,0,0
13 Sep 2024 00:44:15.141,30566.53073079907,21873.1410400942,147444098.7187612,-23671098.75708568,-10223662.26945384,147441793.5222884,-23667085.17175432,-10228641.65921157,-970287.7358453274,-620694.4548153616,-237929.1838081181,0,0,0
13 Sep 2024 00:45:46.796,30566.53179162272,21964.79620296741,147444946.4362215,-23668116.96823683,-10222426.47621278,147442204.7015317,-23664625.67157428,-10227575.53797275,-970286.6923452318,-620695.1499656998,-237929.5019743405,0,0,0
13 Sep 2024 00:47:18.469,30566.53285265396,22056.4693019609,147445765.1490871,-23665097.50396022,-10221245.28633951,147442615.9127671,-23662165.68279839,-10226509.20497012,-970285.6486401856,-620695.8452506177,-237929.8202022109,0,0,0
13 Sep 2024 00:48:50.157,30566.53391385753,22148.15729035763,147446550.4938954,-23662046.39783549,-10220119.9770202,147443027.142302,-23659705.28718023,-10225442.69564147,-970284.6047646403,-620696.5406470187,-237930.138481155,0,0,0
13 Sep 2024 00:50:21.856,30566.53497518319,22239.85582737951,147447298.4527606,-23658970.06316872,-10219051.2390096,147443438.3706473,-23657244.6011999,-10224376.06047753,-970283.5607682467,-620697.2361219674,-237930.456796106,0,0,0
13 Sep 2024 00:51:53.564,30566.5360366173,22331.56373526435,147448005.4325961,-23655875.07572855,-10218039.11793288,147443849.5925054,-23654783.65646049,-10223309.31317731,-970282.5166642666,-620697.9316665344,-237930.7751429696,0,0,0
13 Sep 2024 00:53:25.277,30566.537098117,22423.2773091062,147448668.2566672,-23652768.29396108,-10217083.08112346,147444260.7912512,-23652322.55238066,-10222242.4968359,-970281.4724949598,-620698.6272526309,-237931.0935088918,0,0,0
13 Sep 2024 00:54:56.992,30566.53815963468,22514.99243632425,147449284.2184296,-23649656.71617981,-10216181.99567754,147444671.9484403,-23649861.39932012,-10221175.65929099,-970280.4283070266,-620699.3228490539,-237931.4118795916,0,0,0
13 Sep 2024 00:56:28.707,30566.53922114077,22606.70656305738,147449851.123621,-23646547.33941916,-10215334.12210489,147445083.0526229,-23647400.26581185,-10220108.83024961,-970279.3841297328,-620700.0184364393,-237931.7302462067,0,0,0
13 Sep 2024 00:58:00.417,30566.54028260682,22698.41722942656,147450367.3021728,-23643447.13444074,-10214537.14982053,147445494.0927765,-23644939.2178676,-10219042.03832592,-970278.3399909139,-620700.7139961198,-237932.048600195,0,0,0
13 Sep 2024 00:59:32.121,30566.54134398746,22790.1205171016,147450831.6188197,-23640363.0236075,-10213788.2344035,147445905.0513462,-23642478.36064597,-10217975.32910308,-970277.295935303,-620701.4094983898,-237932.3669279572,0,0,0
13 Sep 2024 01:01:03.817,30566.54240528919,22881.81698651752,147451243.5148061,-23637301.60801368,-10213083.9805904,147446315.9308578,-23640017.67909331,-10216908.69605575,-970276.2519564331,-620702.1049475037,-237932.6852314398,0,0,0
13 Sep 2024 01:02:35.504,30566.54346648102,22973.50396059919,147451602.9736345,-23634269.35624571,-10212420.54298954,147446726.719327,-23637557.24506029,-10215842.17032909,-970275.2080847919,-620702.8003231473,-237933.0035013482,0,0,0
13 Sep 2024 01:04:07.182,30566.5445275669,23065.181780071,147451910.5500662,-23631272.32696413,-10211793.61873598,147447137.418295,-23635097.04940655,-10214775.74796101,-970274.1643165648,-620703.4956279099,-237933.3217388652,0,0,0
13 Sep 2024 01:05:38.851,30566.5455885579,23156.85140235582,147452167.3501669,-23628316.18634212,-10211198.51434648,147447548.0320646,-23632637.06644227,-10213709.41781572,-970273.1206407845,-620704.1908690594,-237933.6399473157,0,0,0
13 Sep 2024 01:07:10.513,30566.5466494519,23248.51264451863,147452375.0148818,-23625406.204097,-10210630.20688519,147447958.5598293,-23630177.30107935,-10212643.18202238,-970272.0770596266,-620704.8860451952,-237933.9581260644,0,0,0
13 Sep 2024 01:08:42.167,30566.54771026378,23340.16679056222,147452535.7098208,-23622547.1134954,-10210083.38065087,147448369.0073522,-23627717.71886371,-10211577.02564615,-970271.0335583389,-620705.5811660662,-237934.2762795705,0,0,0
13 Sep 2024 01:10:13.817,30566.54877102734,23431.81676273234,147452652.0989861,-23619743.05918079,-10209552.48433983,147448779.3877285,-23625258.24137764,-10210510.91469527,-970269.9901037216,-620706.2762538269,-237934.5944179744,0,0,0
13 Sep 2024 01:11:45.465,30566.54983177493,23523.46535377437,147452727.3120852,-23616997.60981374,-10209031.8005227,147449189.7134675,-23622798.79367773,-10209444.81668397,-970268.9466640055,-620706.9713296629,-237934.9125509728,0,0,0
13 Sep 2024 01:13:17.115,30566.55089253118,23615.11469447287,147452764.9121056,-23614313.73471071,-10208515.50834423,147449599.9941096,-23620339.31858391,-10208378.70682638,-970267.9032148719,-620707.6664097421,-237935.2306859605,0,0,0
13 Sep 2024 01:14:48.768,30566.55195333204,23706.76788875135,147452768.858963,-23611693.72352227,-10207997.73542187,147450010.2435459,-23617879.73280043,-10207312.54901625,-970266.8597210348,-620708.361517597,-237935.5488337111,0,0,0
13 Sep 2024 01:16:20.427,30566.5530141998,23798.42686277116,147452743.4671257,-23609139.22396912,-10207472.63168518,147450420.4703907,-23615419.98463687,-10206246.32084732,-970265.8161605597,-620709.0566678308,-237935.8670009151,0,0,0
13 Sep 2024 01:17:52.096,30566.55407518212,23890.09573571384,147452693.3596418,-23606651.12974129,-10206934.4114221,147450830.693067,-23612959.96355035,-10205179.97440252,-970264.7724865079,-620709.7518916912,-237936.1852018647,0,0,0
13 Sep 2024 01:19:23.778,30566.55513631783,23981.77786075976,147452623.4196004,-23604229.6554262,-10206377.42994024,147451240.926562,-23610499.57955314,-10204113.47067484,-970263.7286607325,-620710.4472146109,-237936.5034482069,0,0,0
13 Sep 2024 01:20:55.475,30566.55619762662,24073.47494027345,147452538.7410583,-23601874.3534499,-10205796.24840586,147451651.1784706,-23608038.78695796,-10203046.78986022,-970262.6846638322,-620711.1426494941,-237936.8217458408,0,0,0
13 Sep 2024 01:22:27.189,30566.55725913361,24165.18914432963,147452444.5745373,-23599584.06076577,-10205185.67841125,147452061.4584759,-23605577.52752544,-10201979.9067136,-970261.6404711306,-620711.8382127956,-237937.1401023082,0,0,0
13 Sep 2024 01:23:58.921,30566.55832084443,24256.92095886916,147452346.2740316,-23597356.96424627,-10204540.85082285,147452471.7687242,-23603115.78821143,-10200912.81558077,-970260.5960770249,-620712.5339082032,-237937.4585192911,0,0,0
13 Sep 2024 01:25:30.671,30566.55938276774,24348.67113260552,147452249.2388444,-23595190.56922157,-10203857.25506017,147452882.1125358,-23600653.54891977,-10199845.50775065,-970259.5514731407,-620713.2297413908,-237937.7769993879,0,0,0
13 Sep 2024 01:27:02.441,30566.56044491618,24440.44075843412,147452158.8566619,-23593081.72525798,-10203130.78505353,147453292.4947685,-23598190.78031744,-10198777.97050826,-970258.5066468418,-620713.9257206582,-237938.0955463927,0,0,0
13 Sep 2024 01:28:34.228,30566.56150727239,24532.22833452746,147452080.4496735,-23591026.72545888,-10202357.80651325,147453702.9086764,-23595727.52270444,-10197710.22132248,-970257.461615324,-620714.6218346022,-237938.4141550921,0,0,0
13 Sep 2024 01:30:06.032,30566.56256980958,24624.03154810891,147452019.2155454,-23589021.30054955,-10201535.18533445,147454113.3438915,-23593263.83814443,-10196642.28709607,-970256.4164049923,-620715.3180656843,-237938.7328174561,0,0,0
13 Sep 2024 01:31:37.848,30566.56363249992,24715.84799304837,147451980.1709902,-23587060.64819614,-10200660.31617117,147454523.7896334,-23590799.79120706,-10195574.19581808,-970255.3710430562,-620716.0143956654,-237939.0515251346,0,0,0
13 Sep 2024 01:33:09.674,30566.56469530435,24807.67429573461,147451968.0981272,-23585139.50313275,-10199731.15965266,147454934.2308028,-23588335.47242685,-10194505.98673255,-970254.3255681098,-620716.7107989453,-237939.3702664189,0,0,0
13 Sep 2024 01:34:41.506,30566.56575817295,24899.50614336412,147451987.4918459,-23583252.19203885,-10198746.26698663,147455344.64811,-23585870.99754436,-10193437.71000959,-970253.2800291181,-620717.4072428271,-237939.6890263334,0,0,0
13 Sep 2024 01:36:13.340,30566.56682106461,24991.33998284815,147452042.5110192,-23581392.66009657,-10197704.7790665,147455755.0256694,-23583406.46191309,-10192369.40698211,-970252.2344666123,-620718.1037003547,-237940.0077925473,0,0,0
13 Sep 2024 01:37:45.171,30566.56788391819,25083.17053138744,147452136.9320299,-23579554.5877228,-10196606.46441711,147456165.3398747,-23580942.00730794,-10191301.13910533,-970251.1889407933,-620718.8001314662,-237940.3265467212,0,0,0
13 Sep 2024 01:39:16.993,30566.56894667437,25174.99266585801,147452274.1071244,-23577731.42104743,-10195451.70352729,147456575.5678442,-23578477.7712203,-10190232.96597767,-970250.1435098052,-620719.4964973181,-237940.6452710796,0,0,0
13 Sep 2024 01:40:48.802,30566.57000928021,25266.80181005504,147452456.928764,-23575916.43702077,-10194241.47994824,147456985.6891499,-23576013.87646539,-10189164.94083587,-970249.0982259214,-620720.1927631982,-237940.9639497288,0,0,0
13 Sep 2024 01:42:20.594,30566.5710716856,25358.59363577329,147452687.7982315,-23574102.82371118,-10192977.37316443,147457395.6844797,-23573550.43921268,-10188097.11403593,-970248.0531383455,-620720.8888962753,-237941.2825676501,0,0,0
13 Sep 2024 01:43:52.365,30566.57213385163,25450.36478071706,147452968.6020051,-23572283.74105071,-10191661.53126886,147457805.5388488,-23571087.54968531,-10187029.52468688,-970247.0082854033,-620721.5848710649,-237941.601113176,0,0,0
13 Sep 2024 01:45:24.111,30566.57319573382,25542.11140199332,147453300.6876336,-23570452.42442547,-10190296.66793431,147458215.2351288,-23568625.31103074,-10185962.21750005,-970245.9637107551,-620722.2806584239,-237941.9195729606,0,0,0
13 Sep 2024 01:46:55.831,30566.5742573016,25633.8308586739,147453684.8545029,-23568602.22543324,-10188886.00899132,147458624.7615677,-23566163.79413148,-10184895.22320089,-970244.9194445908,-620722.9762383141,-237942.2379378434,0,0,0
13 Sep 2024 01:48:27.521,30566.57531853142,25725.52111521363,147454121.3447798,-23566726.69584311,-10187433.26494188,147459034.1091213,-23563703.05362391,-10183828.56547261,-970243.8755100369,-620723.6715953127,-237942.5562007595,0,0,0
13 Sep 2024 01:49:59.182,30566.57637942583,25817.18239226611,147454609.8510241,-23564819.62257854,-10185942.56302229,147459443.2788209,-23561243.08359393,-10182762.24175159,-970242.8319045305,-620724.3667310849,-237942.8743624706,0,0,0
13 Sep 2024 01:51:30.814,30566.5774399758,25908.8139096857,147455149.5051298,-23562875.16026573,-10184418.45350289,147459852.2672303,-23558783.90498655,-10181696.26111685,-970241.788637042,-620725.061639715,-237943.1924202759,0,0,0
13 Sep 2024 01:53:02.417,30566.57850020224,26000.41747356299,147455738.9082906,-23560887.81791697,-10182865.80171883,147460261.0824566,-23556325.46933811,-10180630.60256081,-970240.7456868887,-620725.7563349083,-237943.5103804395,0,0,0
13 Sep 2024 01:54:33.996,30566.57956013363,26091.99554566294,147456376.1385369,-23558852.55452379,-10181289.76564709,147460669.7355285,-23553867.71058746,-10179565.2374479,-970239.7030262351,-620726.4508353323,-237943.8282515071,0,0,0
13 Sep 2024 01:56:05.551,30566.58061980146,26183.55084612267,147457058.7693971,-23556764.83939592,-10179695.74729794,147461078.2386224,-23551410.55573848,-10178500.13413647,-970238.6606239378,-620727.1451616138,-237944.1460429244,0,0,0
13 Sep 2024 01:57:37.087,30566.58167924431,26275.08670863463,147457783.8988905,-23554620.69034425,-10178089.32879444,147461486.606646,-23548953.91532755,-10177435.25384668,-970237.6184420586,-620727.8393390365,-237944.4637662619,0,0,0
13 Sep 2024 01:59:08.606,30566.5827384898,26366.60551921232,147458548.1681767,-23552416.75113567,-10176476.24012836,147461894.8502727,-23546497.72532394,-10176370.56882311,-970236.5764535367,-620728.5333856978,-237944.781429803,0,0,0
13 Sep 2024 02:00:40.114,30566.58379761227,26458.11370038427,147459347.8397258,-23550150.20433034,-10174862.21040836,147462302.9981739,-23544041.81336332,-10175306.00435095,-970235.5345851779,-620729.227350302,-237945.0990558378,0,0,0
13 Sep 2024 02:02:11.616,30566.584856662,26549.61559701478,147460178.7877046,-23547818.94280115,-10173253.01452265,147462711.0697417,-23541586.06284029,-10174241.50988524,-970234.49278754,-620729.9212658107,-237945.4166594483,0,0,0
13 Sep 2024 02:03:43.116,30566.58591569111,26641.11571207177,147461036.5589538,-23545421.53811904,-10171654.37293192,147463119.0850645,-23539130.35290483,-10173177.0330411,-970233.4510092735,-620730.6151663586,-237945.7342562638,0,0,0
13 Sep 2024 02:05:14.619,30566.5869747617,26732.61941102101,147461916.4269729,-23542957.23402257,-10170071.87921527,147463527.0680664,-23536674.53955739,-10172112.51139904,-970232.4091894031,-620731.3090926372,-237946.051864909,0,0,0
13 Sep 2024 02:06:46.130,30566.58803391115,26824.12992351456,147462813.4127639,-23540426.03314604,-10168510.99287058,147463935.0331387,-23534218.53611882,-10171047.90738624,-970231.3672910929,-620732.0030691475,-237946.3694965933,0,0,0
13 Sep 2024 02:08:17.651,30566.58909318626,26915.65129298251,147463722.3647865,-23537828.61839988,-10166976.93028641,147464342.9982936,-23531762.23406828,-10169983.17396216,-970230.3252682984,-620732.6971265487,-237946.6871653534,0,0,0
13 Sep 2024 02:09:49.188,30566.59015264231,27007.18829553807,147464638.0128129,-23535166.34343479,-10165474.61241332,147464750.9848,-23529305.5052194,-10168918.25556188,-970229.2830667198,-620733.3913010508,-237947.0048877634,0,0,0
13 Sep 2024 02:11:20.742,30566.59121229733,27098.74248927226,147465554.9834562,-23532441.33291098,-10164008.67721484,147465158.9995761,-23526848.30775204,-10167853.13405761,-970228.240668565,-620734.0856044814,-237947.3226692341,0,0,0
13 Sep 2024 02:12:52.316,30566.59227217617,27190.31602100004,147466467.8943084,-23529656.3528608,-10162583.36632107,147465567.0521605,-23524390.58404489,-10166787.78447228,-970227.1980492771,-620734.7800531164,-237947.6405172143,0,0,0
13 Sep 2024 02:14:23.911,30566.59333230169,27281.91086654551,147467371.4029565,-23526814.80218289,-10161202.49315878,147465975.1513251,-23521932.28106518,-10165722.18381778,-970226.1551865339,-620735.4746619388,-237947.9584385622,0,0,0
13 Sep 2024 02:15:55.527,30566.59439267356,27373.52699573385,147468260.2453108,-23523920.73486347,-10159869.42901872,147466383.2969014,-23519473.39961852,-10164656.33244334,-970225.1120806932,-620736.1694307104,-237948.2764331773,0,0,0
13 Sep 2024 02:17:27.164,30566.59545329238,27465.16446199967,147469129.31217,-23520978.75469877,-10158587.034021,147466791.4890938,-23517013.9382665,-10163590.22972547,-970224.0687309206,-620736.8643598445,-237948.5945012383,0,0,0
13 Sep 2024 02:18:58.821,30566.59651413228,27556.82102926075,147469973.681424,-23517994.04379097,-10157357.65862507,147467199.7179095,-23514553.95701944,-10162523.90167686,-970223.0251629055,-620737.5594323874,-237948.9126349818,0,0,0
13 Sep 2024 02:20:30.496,30566.59757518393,27648.49589159712,147470788.7058096,-23514972.18949125,-10156183.06601177,147467607.9797294,-23512093.47750385,-10161457.35767198,-970221.9813857079,-620738.2546422146,-237949.2308316175,0,0,0
13 Sep 2024 02:22:02.185,30566.5986364038,27740.18528846791,147471570.0232405,-23511919.26899341,-10155064.47009692,147468016.2577802,-23509632.60064655,-10160390.64145958,-970220.9374421537,-620738.9499608092,-237949.5490780883,0,0,0
13 Sep 2024 02:23:33.886,30566.59969775733,27831.88623350579,147472313.6382494,-23508841.66434887,-10154002.47206369,147468424.5387432,-23507171.40659714,-10159323.78778213,-970219.893366307,-620739.6453655325,-237949.8673640303,0,0,0
13 Sep 2024 02:25:05.595,30566.60075920647,27923.59543890925,147473015.9552251,-23505746.03006149,-10152997.06812076,147468832.807963,-23504709.983605,-10158256.83489309,-970218.8491955698,-620740.3408314437,-237950.1856780276,0,0,0
13 Sep 2024 02:26:37.310,30566.60182071965,28015.31017794041,147473673.8236308,-23502639.19356728,-10152047.64022731,147469241.0532925,-23502248.4048365,-10157189.81450787,-970217.8049609661,-620741.0363378637,-237950.5040106215,0,0,0
13 Sep 2024 02:28:09.025,30566.60288223955,28107.02549720882,147474284.5526729,-23499528.17716762,-10151152.9909038,147469649.2526765,-23499786.80324671,-10156122.78425853,-970216.7607188523,-620741.7318472415,-237950.8223446161,0,0,0
13 Sep 2024 02:29:40.739,30566.60394373404,28198.73862125678,147474845.9720384,-23496419.97456813,-10150311.31074918,147470057.3937634,-23497325.2533288,-10155055.77643559,-970215.7165009379,-620742.4273385145,-237951.1406703759,0,0,0
13 Sep 2024 02:31:12.447,30566.60500517262,28290.44691481395,147475356.4390191,-23493321.54516939,-10149520.22123021,147470465.4648312,-23494863.82581413,-10153988.82169898,-970214.6723371744,-620743.1227917038,-237951.4589787573,0,0,0
13 Sep 2024 02:32:44.149,30566.60606653611,28382.14872046374,147475814.8600922,-23490239.71193213,-10148776.79397314,147470873.458514,-23492402.56518952,-10152921.93933239,-970213.628246367,-620743.8181942441,-237951.7772640102,0,0,0
13 Sep 2024 02:34:15.842,30566.6071278048,28473.84233521298,147476220.6961291,-23487181.12342473,-10148077.59201702,147471281.3672462,-23489941.51716553,-10151855.14914996,-970212.5842480063,-620744.513533216,-237952.0955202188,0,0,0
13 Sep 2024 02:35:47.526,30566.60818895845,28565.52601017756,147476573.9688121,-23484152.18270809,-10147418.70639157,147471689.1832622,-23487480.72868499,-10150788.47149999,-970211.5403619707,-620745.2087953649,-237952.4137413166,0,0,0
13 Sep 2024 02:37:19.200,30566.60924999764,28657.19979596324,147476875.2665561,-23481158.91863201,-10146795.78582228,147472096.9068027,-23485020.19839277,-10149721.90579506,-970210.4965876639,-620745.9039810747,-237952.7319274768,0,0,0
13 Sep 2024 02:38:50.864,30566.61031092921,28748.86428412283,147477125.7305795,-23478206.96474049,-10146204.09441501,147472504.5405138,-23482559.91041464,-10148655.44515416,-970209.4529183209,-620746.599094823,-237953.0500807576,0,0,0
13 Sep 2024 02:40:22.520,30566.61137175783,28840.51987635903,147477327.04034,-23475301.52301219,-10145638.56714448,147472912.0861961,-23480099.85397178,-10147589.08490498,-970208.4093494713,-620747.2941396646,-237953.3682025447,0,0,0
13 Sep 2024 02:41:54.169,30566.61243251561,28932.16934875818,147477481.4001741,-23472447.22836911,-10145093.84852259,147473319.5562053,-23477639.95455598,-10146522.79275048,-970207.3658494651,-620747.9891366474,-237953.6863024812,0,0,0
13 Sep 2024 02:43:25.815,30566.61349323351,29023.81537525216,147477591.5080298,-23469648.18021853,-10144564.36552587,147473726.9624371,-23475180.14040004,-10145456.5375817,-970206.3223878145,-620748.6841060519,-237954.0043898467,0,0,0
13 Sep 2024 02:44:57.459,30566.61455392597,29115.45920432545,147477660.5269831,-23466907.93729503,-10144044.39323378,147474134.310446,-23472720.37799562,-10144390.30487382,-970205.2789503038,-620749.379057344,-237954.3224689718,0,0,0
13 Sep 2024 02:46:29.106,30566.61561465016,29207.10577365244,147477692.0557281,-23464229.32718939,-10143528.08605556,147474541.6221788,-23470260.53481399,-10143324.03717962,-970204.2354807556,-620750.0740279667,-237954.6405569967,0,0,0
13 Sep 2024 02:48:00.756,30566.61667542037,29298.75632040203,147477690.0852902,-23461614.63609658,-10143009.58086508,147474948.9031286,-23467800.57764887,-10142257.72010519,-970203.191965133,-620750.7690272965,-237954.9586582147,0,0,0
13 Sep 2024 02:49:32.414,30566.61773627591,29390.41423893068,147477658.9607339,-23459065.41085461,-10142483.02534469,147475356.1683702,-23465340.41539311,-10141191.31415834,-970202.1483646631,-620751.464081075,-237955.276784407,0,0,0
13 Sep 2024 02:51:04.082,30566.61879724397,29482.08187879063,147477603.3344584,-23456582.53527083,-10141942.65741546,147475763.4283299,-23462879.98498185,-10140124.79200236,-970201.104652673,-620752.1592071317,-237955.5949437264,0,0,0
13 Sep 2024 02:52:35.764,30566.61985837582,29573.7636706559,147477528.1158334,-23454166.13559411,-10141382.8468314,147476170.7026731,-23460419.16749034,-10139058.102087,-970200.0607786477,-620752.85443905,-237955.913151551,0,0,0
13 Sep 2024 02:54:07.461,30566.62091968437,29665.4607297387,147477438.4237642,-23451815.72238236,-10140798.18608456,147476577.9963304,-23457957.93298265,-10137991.23143592,-970199.0167300403,-620753.5497852899,-237956.2314117569,0,0,0
13 Sep 2024 02:55:39.175,30566.6219811903,29757.17484232737,147477339.530989,-23449530.08603261,-10140183.52404998,147476985.3172104,-23455496.2335101,-10136924.15926487,-970197.9724863172,-620754.2452594005,-237956.5497305356,0,0,0
13 Sep 2024 02:57:10.906,30566.62304289879,29848.90645601554,147477236.8104931,-23447307.36002054,-10139534.03340467,147477392.6672733,-23453034.05705554,-10135856.88036478,-970196.9280425608,-620754.9408647679,-237956.8681094442,0,0,0
13 Sep 2024 02:58:42.657,30566.62410482455,29940.65684129018,147477135.6766896,-23445144.98631576,-10138845.24712976,147477800.052132,-23450571.36951421,-10134789.37995227,-970195.8833841383,-620755.6366110258,-237957.1865528915,0,0,0
13 Sep 2024 03:00:14.426,30566.62516696461,30032.42574229371,147477041.5309901,-23443039.79840503,-10138113.12256678,147478207.4706208,-23448108.17775001,-10133721.66100268,-970194.8385140598,-620756.3324962445,-237957.5050599892,0,0,0
13 Sep 2024 03:01:46.212,30566.62622930118,30124.2116216803,147476959.7041318,-23440988.04516385,-10137334.08519236,147478614.9158862,-23445644.52302383,-10132653.74140135,-970193.7934498489,-620757.0285087526,-237957.8236254007,0,0,0
